fundName,schemeGroupName,changePercent,schemeGroupId,schemeName,schemeId,schemeid,AUM,launchDate,1Day,7Day,15Day,30Day,3Month,6Month,1Year,2Year,3Year,5Year,7Year,10Year,15Year,20Year,25Year,D30Quarter,M3Quarter,M6Quarter,Y1Quarter,Y2Quarter,Y3Quarter,Y5Quarter,Y10Quarter,Y15Quarter,Y20Quarter,sinceInceptionReturn,fundRat,category,currentNav,isRecommended,minAmount,sipMinAmount,sipMinAmountBSE,1YearSIPReturn,3YearSIPReturn,5YearSIPReturn,10YearSIPReturn,15YearSIPReturn,20YearSIPReturn,sinceInceptionSIPReturn,expenseRatio
NAVI Mutual Fund,Navi Nifty 50 Index Fund,-0.877471,534cdd1862336f0b6e85ffef934f34a7,Navi Nifty 50 Index Fund Reg (G),f49a62ab32ad6c7e7cdb4a12a0ad0715,f49a62ab32ad6c7e7cdb4a12a0ad0715,2449,15-07-2021 00:00,-0.8775,-3.94,-3.89,-0.27,2.09,10.76,27.06,20.46,12.53,0,0,0,0,0,0,B,B,C,C,,B,B,A,A,A,15.57,3,Equity: Index,15.9392,0,10,10,10,33.5389,21.9904,,,,,21.0926,0.26
HSBC Mutual Fund,HSBC Global Emerging Markets Fund,0.667156,64f42ad6082058b3de270b06e5cf55f0,HSBC Global Emerging Markets Fund (G),d378f043766798b79734e063f5852397,d378f043766798b79734e063f5852397,35,17-03-2008 00:00,0.6672,1.59,7.6,9.67,5.68,13.62,27.04,14.16,0.64,8.22,5.55,5.7641,5.2695,0,0,A,B,A,B,,C,B,B,A,A,4.32,0,Equity: Global,20.1589,0,5000,500,1000,29.8436,9.4389,6.0791,6.5439,5.8951,,5.9323,2.36
Axis Mutual Fund,Axis Nifty 50 Index Fund,-0.86856,7e721f3b9016ed8693d892e51f914246,Axis Nifty 50 Index Fund Reg (G),ae5457d0c8a2c6ac69954247e72acfed,ae5457d0c8a2c6ac69954247e72acfed,533,03-12-2021 00:00,-0.8686,-3.91,-3.85,-0.23,2.14,10.69,27,20.39,0,0,0,0,0,0,0,B,A,C,C,,B,B,A,A,A,14.4,0,Equity: Index,14.6661,0,5000,100,100,33.1075,,,,,,22.8254,0.43
DSP Mutual Fund,DSP Nifty 50 Index Fund,-0.876332,acf56b0f02bd8ee97679813b16fb6b18,DSP Nifty 50 Index Fund Reg (G),83191130d87f2b115c504c3b680a0ec2,83191130d87f2b115c504c3b680a0ec2,631,21-02-2019 00:00,-0.8763,-3.94,-3.88,-0.27,2.08,10.72,26.99,20.4,12.5,18.02,0,0,0,0,0,B,B,C,C,,B,A,A,A,A,16.61,3,Equity: Index,23.7422,0,500,500,100,33.4396,21.9367,21.1936,,,,20.1222,0.5
HSBC Mutual Fund,HSBC Nifty 50 Index Fund,-0.878136,5d421303889ad38c4b7a0fab7dd9c754,HSBC Nifty 50 Index Fund Reg (G),955b1d63b042cb6716d50bc68031cd72,955b1d63b042cb6716d50bc68031cd72,294,16-04-2020 00:00,-0.8781,-3.94,-3.89,-0.27,2.08,10.73,26.98,20.33,12.42,0,0,0,0,0,0,B,B,C,C,,B,B,A,A,A,25.8,3,Equity: Index,28.3887,0,5000,500,500,33.1353,21.8174,,,,,21.9842,0.45
Union Mutual Fund,Union Largecap Fund,-1.1335,63c3cbfbfa6c064c0db0a10049cac881,Union Largecap Fund Reg (G),62371888f35177fed9cbfc6d90ad8460,62371888f35177fed9cbfc6d90ad8460,422,11-05-2017 00:00,-1.1334,-3.88,-4.19,-0.8,-0.88,7.09,26.95,20.84,11.53,17.58,12.46,0,0,0,0,B,C,C,C,,B,B,B,A,A,12.19,3,Equity: Large Cap,23.55,0,1000,500,500,29.8237,21.5909,20.673,,,,16.8452,2.5
Aditya Birla Sun Life Mutual Fund,Aditya Birla SL Nifty 50 Index Fund,-0.877977,5e1c89deca7e9cf9c51592ff9de56e03,Aditya Birla SL Nifty 50 Index Fund Reg (G),07b3ea68df53c8dd5efb74f16fb94751,07b3ea68df53c8dd5efb74f16fb94751,990,18-09-2002 00:00,-0.878,-3.94,-3.88,-0.28,2.08,10.73,26.94,20.26,12.33,17.88,14.26,12.4749,11.3198,13.7988,0,B,B,C,C,,B,A,A,A,A,15.69,2,Equity: Index,249.2114,0,5000,100,100,33.4428,21.8078,21.0204,15.6361,13.7387,12.9327,13.7736,0.47
SBI Mutual Fund,SBI Nifty Index Fund,-0.878803,2866fd998d51882563d21f09a70f6770,SBI Nifty Index Fund Reg (G),1e2ce44bd5999d277c275c565bef9f2f,1e2ce44bd5999d277c275c565bef9f2f,8484,17-01-2002 00:00,-0.8788,-3.94,-3.89,-0.28,2.07,10.75,26.94,20.31,12.4,17.83,14.37,12.542,11.4829,13.6618,0,B,B,C,C,,B,A,A,A,A,14.99,2,Equity: Index,217.608,0,5000,500,500,33.4548,21.8616,21.0824,15.7344,13.8237,12.9219,13.8125,0.48
Tata Mutual Fund,Tata Quant Fund,-1.55581,503ad3b6a627c44f7fa21cd786d00647,Tata Quant Fund Reg (G),3c956040bd8410098b69995accc68ddd,3c956040bd8410098b69995accc68ddd,69,22-01-2020 00:00,-1.5558,-4.18,-3.2,-0.72,3.4,18.71,26.93,24.98,14.26,0,0,0,0,0,0,C,B,A,C,,B,B,A,A,A,10.58,0,Equity: Thematic,16.1478,0,5000,100,100,41.8532,26.6069,,,,,20.748,2.38
Motilal Oswal Mutual Fund,Motilal Oswal Nifty 50 Index Fund,-0.879044,9f78f288d24caf19276a1466f40f2139,Motilal Oswal Nifty 50 Index Fund Reg (G),02a664772c0dadb18dc1291890c22e73,02a664772c0dadb18dc1291890c22e73,573,23-12-2019 00:00,-0.879,-3.94,-3.89,-0.28,2.07,10.71,26.88,20.24,12.34,0,0,0,0,0,0,B,B,C,C,,B,B,A,A,A,16.51,2,Equity: Index,20.8042,0,500,500,500,33.3741,21.8029,,,,,21.3177,0.55
360 ONE Mutual Fund,360 One ELSS Tax Saver Nifty 50 Index Fund,-0.874543,bdd467a1ed1daacf57f53e1a54316523,360 One ELSS Tax Saver Nifty 50 Index Fund Reg (G),19955f5451753cfddfc6fae06ae44af6,19955f5451753cfddfc6fae06ae44af6,76,28-12-2022 00:00,-0.8745,-3.92,-3.81,-0.21,2.13,10.75,26.87,0,0,0,0,0,0,0,0,D,B,B,B,,D,D,C,A,A,19.77,0,Equity: ELSS,13.7828,0,1000,1000,500,33.0548,,,,,,28.5622,0.52
Kotak Mutual Fund,Kotak Nifty Financial Services Ex-Bank Index Fund,-1.48568,1c0d5688595fbc12cba4fce1fa322627,Kotak Nifty Financial Services Ex-Bank Index Fund Reg (G),3933603c14927fb22e30e855439089f5,3933603c14927fb22e30e855439089f5,24,14-08-2023 00:00,-1.4857,-4.76,-5.12,-2.58,6.16,12.01,26.81,0,0,0,0,0,0,0,0,C,A,B,B,,B,B,A,A,A,29.97,0,Equity: Sectoral,13.726,0,5000,500,100,40.5629,,,,,,39.1766,0.73
Nippon India Mutual Fund,Nippon India Index Fund Nifty 50 Plan,-0.879075,2606f831ea58f98cb03463924616cff0,Nippon India Index Fund Nifty 50 Plan (G),188eea6296d240e20b38d478c3e702e9,188eea6296d240e20b38d478c3e702e9,1905,28-09-2010 00:00,-0.8791,-3.94,-3.88,-0.27,2.06,10.66,26.8,20.17,12.11,17.49,14.03,12.2843,0,0,0,B,B,C,C,,B,B,A,A,A,10.68,2,Equity: Index,41.7648,0,5000,100,100,33.2765,21.6696,20.7468,15.4078,,,14.0495,0.56
Tata Mutual Fund,Tata Nifty 50 Index Fund,-0.878861,8f43e077c279539b3a1cd8a6edf26728,Tata Nifty 50 Index Fund Regular Plan,dd1ef344013d20322344d5097ec3f5b9,dd1ef344013d20322344d5097ec3f5b9,894,25-02-2003 00:00,-0.8789,-3.96,-3.91,-0.3,2.04,10.66,26.79,20.17,12.35,17.82,14.45,12.5861,11.525,14.3536,0,B,B,C,C,,B,A,A,A,A,15.32,3,Equity: Index,153.2842,0,5000,150,150,33.3114,21.7654,20.9927,15.7553,13.8688,13.1458,13.8214,0.52
Kotak Mutual Fund,Kotak Nifty 50 Index Fund,-0.879148,73e9d37a516b80dd6a998ca381abfdec,Kotak Nifty 50 Index Fund Reg (G),0638387092fe8367d30bd492911474d3,0638387092fe8367d30bd492911474d3,751,21-06-2021 00:00,-0.8791,-3.94,-3.88,-0.26,2.07,10.67,26.78,20.15,12.32,0,0,0,0,0,0,B,B,C,C,,B,B,A,A,A,15.05,2,Equity: Index,16.01,0,100,100,100,33.2374,21.7171,,,,,20.3935,0.45
Franklin Templeton Mutual Fund,Franklin India NSE Nifty 50 Index Fund,-0.876251,af941d56fdff84e263c053c32f7d61ab,Franklin India NSE Nifty 50 Index Fund (G),7edb2a6b4f940a39e2f2008964e42997,7edb2a6b4f940a39e2f2008964e42997,728,04-08-2000 00:00,-0.8763,-3.93,-3.82,-0.18,2.13,10.71,26.77,20.06,12.23,17.61,14.06,12.3572,11.413,0,0,A,A,C,C,,B,A,A,A,A,12.54,2,Equity: Index,198.7225,0,5000,500,500,33.3849,21.6585,20.8379,15.4632,13.6795,,12.7827,0.62
NJ Mutual Fund,NJ Balanced Advantage Fund,-0.708215,517f857244726160593df52cfd342c4b,NJ Balanced Advantage Fund Reg (G),968f36ee799ff6c2ca422456d7c27683,968f36ee799ff6c2ca422456d7c27683,4280,29-10-2021 00:00,-0.7082,-2.91,-2.71,-2.98,1.3,8.26,26.76,19.7,0,0,0,0,0,0,0,D,C,C,A,,C,B,B,A,A,12.17,0,Hybrid: Balanced Advantage,14.02,0,500,100,100,27.4496,20.6448,,,,,20.6448,1.87
Mahindra Manulife Mutual Fund,Mahindra Manulife ELSS Tax Saver Fund,-1.60792,9a59f81de543ab6851987c5728582dc3,Mahindra Manulife ELSS Tax Saver Fund Reg (G),35ffe6f11d215d6674a174a46c250d68,35ffe6f11d215d6674a174a46c250d68,973,18-10-2016 00:00,-1.6078,-4.14,-4.49,-2.06,-0.22,10.47,26.71,22.4,14,20.39,13.21,0,0,0,0,,,B,B,,B,B,C,A,A,13.85,3,Equity: ELSS,28.13,0,500,500,500,32.6572,23.966,23.917,,,,18.0909,2.14
Bandhan Mutual Fund,Bandhan Nifty 50 Index Fund,-0.879015,2536208b9cd41964129dafb3e3d36785,Bandhan Nifty 50 Index Fund Reg (G),352df9b3f3dacaa3ba96b31b8001e9ed,352df9b3f3dacaa3ba96b31b8001e9ed,1527,30-04-2010 00:00,-0.879,-3.98,-3.93,-0.33,1.93,10.51,26.67,20.09,12.36,18.1,14.7,12.9908,0,0,0,B,B,C,C,,B,A,A,A,A,12.2,3,Equity: Index,53.0779,0,1000,100,100,33.1018,21.7287,21.0726,16.0213,,,14.5434,0.6
NAVI Mutual Fund,Navi ELSS Tax Saver Fund,-1.33358,f290360ea2523ebffd4e29a1740c32ca,Navi ELSS Tax Saver Fund Reg (G),2d8687e805b60e39ad8ef1e352f59cd5,2d8687e805b60e39ad8ef1e352f59cd5,67,30-12-2015 00:00,-1.3336,-4.13,-4.37,-2.05,-0.93,12.77,26.64,21.03,12.39,16.11,11.8,0,0,0,0,,,B,B,,B,B,C,A,A,13.13,0,Equity: ELSS,29.5427,0,500,500,500,33.764,22.7164,20.6455,,,,15.3163,2.25
Edelweiss Mutual Fund,Edelweiss Nifty 50 Index Fund,-0.876653,21d3dbf3f5096b6e15fd1ab6f83fd175,Edelweiss Nifty 50 Index Fund Reg (G),6cc894efc303c06b02abae78ec7b47a4,6cc894efc303c06b02abae78ec7b47a4,95,08-05-2015 00:00,-0.8767,-3.93,-3.88,-0.27,2.06,10.5,26.53,19.95,0,0,0,0,0,0,0,B,B,C,C,,B,B,A,A,A,11.89,1,Equity: Index,14.0094,0,100,100,100,32.9045,,,,,,,0.5
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Banking and Financial Services Fund,-2.25448,89d1623dc336b27836e03b7104c15efe,Baroda BNP Paribas Banking and Financial Services Fund (G),95b3d0030e696ae6ebe6d6ec050a9777,95b3d0030e696ae6ebe6d6ec050a9777,171,22-06-2012 00:00,-2.2545,-5.03,-6.66,1.42,1.33,8.6,26.49,20.02,12.63,13.59,11.39,12.3779,0,0,0,A,B,B,B,,B,B,A,A,A,12.55,2,Equity: Sectoral,43.1177,0,5000,500,500,32.9262,22.9031,19.6275,13.9959,,,13.8455,2.46
Groww Mutual Fund,Groww Equity Hybrid Fund,-1.09745,40916bbc53cfbbb1e5ade03522a8338a,Groww Equity Hybrid Fund (G),77423729e8d8c8b8b304077310cbd824,77423729e8d8c8b8b304077310cbd824,45,13-12-2018 00:00,-1.0973,-3.54,-4.15,-0.95,-0.85,7.23,26.48,18.88,11.89,14.54,0,0,0,0,0,B,B,B,B,,B,B,B,A,A,13.13,2,Hybrid: Aggressive,20.6556,0,100,100,100,28.3201,20.1009,18.0305,,,,16.755,2.3
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Aqua FoF,-0.488973,ef05f4bab12ae11b8790b118f8478548,Baroda BNP Paribas Aqua FoF Reg (G),b263c008724dc5dff35c8d78b1ee47be,b263c008724dc5dff35c8d78b1ee47be,52,07-05-2021 00:00,-0.489,-2.8,-0.57,2.39,6.72,4.09,26.47,21.16,6.44,0,0,0,0,0,0,C,A,C,C,,B,B,B,A,A,7.08,0,Equity: Global,12.638,0,5000,500,500,25.7411,14.8696,,,,,13.0305,1.6
LIC Mutual Fund,LIC MF Nifty 50 Index Fund,-0.882633,f51b06985b8afe51d1713796895a77db,LIC MF Nifty 50 Index Fund (G),fee78fe2a57f25dfd2f75107104a6571,fee78fe2a57f25dfd2f75107104a6571,333,05-12-2002 00:00,-0.8826,-3.95,-3.9,-0.32,1.94,10.41,26.27,19.6,11.79,17.35,13.81,12.0678,11.2791,12.5526,0,B,B,C,C,,B,B,A,A,A,13.16,2,Equity: Index,136.7669,0,5000,1000,1000,32.6926,21.1749,20.4213,15.2071,13.4601,12.3298,12.5507,1.01
DSP Mutual Fund,DSP US Flexible Equity Fund,-0.003624,2d564b460d0a2ee53d1490a9822dde08,DSP US Flexible Equity Reg Fund (G),4531743e6f07180c1e5a189432c183ab,4531743e6f07180c1e5a189432c183ab,909,03-08-2012 00:00,-0.0036,-0.3,0.63,3.16,1.03,4.82,26.25,20.3,10.71,16.98,14.52,13.5615,0,0,0,C,B,C,C,,A,A,A,A,A,14.99,0,Equity: Global,55.1929,0,500,500,100,19.8723,15.5993,15.3746,14.6276,,,14.4557,2.34
Mirae Asset Mutual Fund,Mirae Asset Large Cap Fund,-1.20508,77d8c0579f1cbd3d60cc17ac94d01d3b,Mirae Asset Large Cap Fund Reg (G),3f12e47445b3a747c5cf6ce3ce7f2288,3f12e47445b3a747c5cf6ce3ce7f2288,41593,04-04-2008 00:00,-1.2051,-4.04,-4.3,-0.83,2.42,13.49,26.25,19.25,11.13,17.57,13.67,14.4652,15.5661,0,0,B,A,B,C,,B,B,A,A,A,15.68,2,Equity: Large Cap,110.758,0,5000,99,99,36.1073,21.531,20.4294,16.0547,16.2798,,16.9076,1.51
Kotak Mutual Fund,Kotak Global Emerging Market Fund,0.304076,1deef5765e1921d7d8ad7f3d71096a91,Kotak Global Emerging Market Fund (G),9678779dfebdb667afa0165590c8f8cf,9678779dfebdb667afa0165590c8f8cf,89,26-09-2007 00:00,0.3041,2.64,7.08,10.42,6.83,11.75,26.2,15.34,2.6,9.57,6.72,5.5266,7.1201,0,0,A,A,A,C,,B,B,B,A,A,4.88,0,Equity: Global,24.41,0,100,100,100,24.4118,10.4174,7.3919,6.9426,6.659,,6.7856,1.62
ICICI Prudential Mutual Fund,ICICI Pru Nifty 50 Index Fund,-0.877971,6476c999c90acb90d184aa84b55cdadb,ICICI Pru Nifty 50 Index Fund Reg (G),68386620627400147d93f6eb28b7e8bf,68386620627400147d93f6eb28b7e8bf,11525,26-02-2002 00:00,-0.878,-3.93,-3.88,-0.26,2.1,10.76,27.09,20.43,12.51,18.06,14.48,12.7123,11.8512,14.8996,0,B,B,C,C,,B,A,A,A,A,15.32,3,Equity: Index,247.5876,0,100,100,100,33.5829,21.9735,21.2205,15.8531,14.089,13.594,14.7764,0.35
NAVI Mutual Fund,NAVI Large & Midcap Fund,-1.63295,12cf71373d5dcee038472491e464fcc6,NAVI Large & Midcap Fund Reg (G),64608e20fc311a904446d0711f40266f,64608e20fc311a904446d0711f40266f,329,07-12-2015 00:00,-1.633,-4.32,-4.75,-1.47,1.54,16.87,26.09,20.27,13.61,19.13,13.82,0,0,0,0,B,B,B,D,,C,C,C,C,B,15.52,1,Equity: Large & Mid Cap,35.7999,0,10,10,10,38.532,23.6382,23.4245,,,,17.6476,2.25
Nippon India Mutual Fund,Nippon India Japan Equity Fund,0.19689,178ae47a39c3f6cf062fccec20ecec23,Nippon India Japan Equity Fund (G),a7695369c730f81d7687fd0284a252e4,a7695369c730f81d7687fd0284a252e4,271,26-08-2014 00:00,0.1969,-0.99,0.92,2.92,6.23,6.35,26.06,19.85,3.98,7.95,7.84,7.2217,0,0,0,C,B,C,C,,B,B,A,A,A,6.76,0,Equity: Global,19.389,0,5000,100,100,24.7292,13.8289,9.4805,7.9936,,,7.9528,2.45
Aditya Birla Sun Life Mutual Fund,Aditya Birla SL Bal Bhavishya Yojna,-1.93261,b2e8560df47402119b47c2f73c23134c,Aditya Birla SL Bal Bhavishya Yojna Reg (G),1bcb616d550c2f2a412e7f01ca646ea0,1bcb616d550c2f2a412e7f01ca646ea0,1129,11-02-2019 00:00,-1.9325,-4.76,-3.89,-1.98,0.51,12.32,25.97,20.78,11.95,14.86,0,0,0,0,0,C,C,C,B,,C,C,C,C,C,12.69,1,Solution: Children Equity,19.79,0,1000,500,500,35.6407,23.6867,18.929,,,,17.5383,2.11
Aditya Birla Sun Life Mutual Fund,Aditya Birla SL Multi Asset Allocation Fund,-1.018,081cf5caeb04beccebf50062bb6c57fd,Aditya Birla SL Multi Asset Allocation Fund Reg (G),1f6402c0d545a5870562c914408e063b,1f6402c0d545a5870562c914408e063b,3582,31-01-2023 00:00,-1.018,-2.56,-2.03,1.14,2.37,11.79,25.96,0,0,0,0,0,0,0,0,A,B,A,B,,C,B,B,B,A,22.26,0,Hybrid: Multi-Asset,14.0306,0,500,100,100,32.0882,,,,,,27.7965,1.86
SBI Mutual Fund,SBI Retirement Benefit Fund Aggressive,-1.39691,09f737fbdaf44dee13e9d341a1c8ba70,SBI Retirement Benefit Fund Aggressive Reg (G),c686f620eedbf1f735ee1d8f9b80278e,c686f620eedbf1f735ee1d8f9b80278e,2763,10-02-2021 00:00,-1.3969,-3.96,-4.21,-1.68,-1.34,11.65,25.95,21.43,16.3,0,0,0,0,0,0,D,D,C,C,,B,C,A,A,A,21.37,4,Solution: Retirement Equity,20.3077,0,5000,500,500,32.5018,24.5345,,,,,23.5964,1.94
UTI Mutual Fund,UTI Silver E T F FoF,-0.538044,46a820e779cbf3024d7e80dc2eb50977,UTI Silver E T F FoF Reg (G),7248d06ad69b27f9e8d108fc219e5237,7248d06ad69b27f9e8d108fc219e5237,31,21-04-2023 00:00,-0.538,1.56,3.58,9.74,-0.78,14.76,25.94,0,0,0,0,0,0,0,0,B,,A,B,,C,C,,,B,13.23,0,Others: FoFs Domestic,11.9973,0,5000,500,500,29.942,,,,,,22.0154,0.5
UTI Mutual Fund,UTI Flexi Cap Fund,-0.900479,538cbd45e2404233e937716d34f9015e,UTI Flexi Cap Fund Reg (G),cd2ab6b66e2f64de7ae553e1877f2dc8,cd2ab6b66e2f64de7ae553e1877f2dc8,27053,18-05-1992 00:00,-0.9005,-3.15,-3.85,-0.47,5.86,18.01,25.92,16.07,6.6,18.53,14.75,13.5771,14.1113,0,0,A,A,A,D,,C,B,B,A,A,15.16,1,Equity: Flexi Cap,324.5323,0,5000,500,500,40.1901,19.195,18.8605,15.5483,15.1693,,14.9063,1.62
Mirae Asset Mutual Fund,Mirae Asset Aggressive Hybrid Fund,-1.11779,5151070a163776be2c8bcb9af5845c37,Mirae Asset Aggressive Hybrid Fund Reg (G),7437694454251e9be4b3ee228d2f8833,7437694454251e9be4b3ee228d2f8833,9381,29-07-2015 00:00,-1.1177,-3.06,-2.83,-0.98,2.55,11.85,25.91,19.55,12.13,16.92,13.24,0,0,0,0,B,A,A,B,,B,A,B,A,A,13.25,3,Hybrid: Aggressive,31.404,0,5000,99,99,31.9815,20.8824,19.1749,,,,15.4805,1.72
Taurus Mutual Fund,Taurus Nifty 50 Index Fund,-0.86823,536c4dd943c539cbfaa2a565381f64a0,Taurus Nifty 50 Index Fund (G),4a15f2506e93fdb8c4940e3757ffab1b,4a15f2506e93fdb8c4940e3757ffab1b,4,19-06-2010 00:00,-0.8682,-3.89,-3.8,-0.25,1.93,10.2,25.9,19.23,11.79,17.79,14.38,12.3726,0,0,0,B,B,C,C,,B,A,A,A,A,11.3,0,Equity: Index,47.0637,0,500,500,500,32.1285,20.89,20.5164,15.4909,,,13.8944,1.04
Franklin Templeton Mutual Fund,Franklin Asian Equity Fund,-0.203884,f4ffb1da7644ce0089dbf5fe023a3228,Franklin Asian Equity Fund (G),7a3b81d1ce334fe781e4c7e327b6dd10,7a3b81d1ce334fe781e4c7e327b6dd10,248,16-01-2008 00:00,-0.2039,0.11,3.84,7.92,6.67,15.25,25.83,13.79,-0.03,6.6,4.84,6.8405,7.7294,0,0,B,A,A,C,,D,B,A,A,A,7.13,0,Equity: Global,30.0537,0,5000,500,500,34.1542,9.9692,5.5045,6.442,7.2377,,7.5995,2.53
Sundaram Mutual Fund,Sundaram Large Cap Fund,-1.2875,cdf91148412564d8d8367c517cc3bf77,Sundaram Large Cap Fund Reg (G),4c23f56d4a4d2eda4165a7f929d8ed7a,4c23f56d4a4d2eda4165a7f929d8ed7a,3666,30-07-2002 00:00,-1.2875,-4.19,-4.62,-1.06,1.64,8.97,25.82,19.98,12.2,0,0,0,0,0,0,B,B,C,C,,B,B,B,A,A,20.84,3,Equity: Large Cap,21.3219,0,100,100,100,31.8449,21.9328,,,,,20.4425,1.88
Shriram Mutual Fund,Shriram Multi Asset Allocation Fund,-1.00299,3b80f22f11933d30556ee19d8f8345cf,Shriram Multi Asset Allocation Fund Reg (G),89ee452788185df7f310d465a1aaf4b9,89ee452788185df7f310d465a1aaf4b9,175,08-09-2023 00:00,-1.0029,-2.41,-2.31,-0.92,-4.75,3.46,25.81,0,0,0,0,0,0,0,0,,,D,B,,C,B,B,B,A,21.25,0,Hybrid: Multi-Asset,12.4562,0,500,500,500,19.3395,,,,,,20.9162,2.3
Taurus Mutual Fund,Taurus Mid Cap Fund,-2.97535,271ef3a53481d85a5f4a14a48cbf00ca,Taurus Mid Cap Fund (G),bb1874d821123365f2dd7d93dd862b84,bb1874d821123365f2dd7d93dd862b84,140,05-09-1994 00:00,-2.9752,-5,-3.29,-4.28,-3.21,7.54,25.77,28,17.36,25.02,16.53,17.0493,15.7417,15.0744,0,D,C,C,C,,C,B,B,B,A,12.91,2,Equity: Mid Cap,123.59,0,500,500,500,29.6402,29.7056,27.7305,19.6704,18.6512,15.8154,16.1557,2.58
Nippon India Mutual Fund,Nippon India Taiwan Equity Fund,2.34917,df2e8eae592eeb58c4f0ab11852e46d7,Nippon India Taiwan Equity Fund Reg (G),161461fabb6e36106b3e48d719390125,161461fabb6e36106b3e48d719390125,375,06-12-2021 00:00,2.3492,1.88,3.15,7.16,-3.99,3.16,25.75,31.63,0,0,0,0,0,0,0,B,D,C,C,,C,B,B,A,A,4.46,0,Equity: Global,11.3103,0,500,500,100,22.1076,,,,,,19.9303,2.43
NAVI Mutual Fund,Navi ELSS Tax Saver Nifty 50 Index Fund,-0.882715,76b3e35fe6295cce67af6a13983fac81,Navi ELSS Tax Saver Nifty 50 Index Fund Reg (G),1b0b058bf59c0b34cfc0c99a327f497a,1b0b058bf59c0b34cfc0c99a327f497a,67,20-03-2023 00:00,-0.8827,-3.95,-3.91,-0.32,1.92,10.38,25.73,0,0,0,0,0,0,0,0,D,C,B,B,,D,D,C,A,A,26.86,0,Equity: ELSS,14.5636,0,500,500,500,32.0526,,,,,,29.6673,0.99
Mahindra Manulife Mutual Fund,Mahindra Manulife Balanced Advantage Fund,-0.762704,dfae388febf606019bafa980b35d1fba,Mahindra Manulife Balanced Advantage Fund Reg (G),5b1cd24434684a7ac0dab6e14822ebf5,5b1cd24434684a7ac0dab6e14822ebf5,886,30-12-2021 00:00,-0.7627,-2.37,-2.34,-0.85,0.69,7.4,25.6,18.26,0,0,0,0,0,0,0,D,C,C,A,,C,B,B,A,A,13.24,0,Hybrid: Balanced Advantage,14.1172,0,1000,500,500,25.1402,,,,,,20.3119,2.22
HSBC Mutual Fund,HSBC Global Equity Climate Change FoF,0.036013,61cecfad77c38cc84422918481cc229b,HSBC Global Equity Climate Change FoF Reg (G),3281c471c0e1cda2e05039591c8e1848,3281c471c0e1cda2e05039591c8e1848,102,17-03-2021 00:00,0.036,-1.66,0.99,4.88,5.42,7.68,25.54,15.65,0.78,0,0,0,0,0,0,B,B,C,C,,C,B,B,A,A,1.53,0,Equity: Global,10.5556,0,5000,500,1000,25.7954,10.0765,,,,,7.4683,2.1
HDFC Mutual Fund,HDFC Retirement Savings Fund Hybrid Equity,-1.01065,da8f7f0996de2ab7c396765f164390a7,HDFC Retirement Savings Fund Hybrid Equity Reg (G),59aa3124ac33915f2fe6c8d31f760c66,59aa3124ac33915f2fe6c8d31f760c66,1587,25-02-2016 00:00,-1.0106,-2.84,-3.01,-1.04,1.61,10.26,25.52,22.4,14.77,18.52,14.07,0,0,0,0,C,C,D,C,,B,B,A,A,A,16.67,4,Solution: Retirement Equity,38.101,0,100,100,100,29.0052,22.7229,21.312,,,,16.9655,2.09
Sundaram Mutual Fund,Sundaram Diversified Equity,-1.44338,c80128774fff88ee6cd2fb6d04288d36,Sundaram Diversified Equity (G),8f43e077c279539b3a1cd8a6edf26728,8f43e077c279539b3a1cd8a6edf26728,1674,22-11-1999 00:00,-1.4434,-4.03,-4.25,-0.9,1.08,10.36,25.3,19.37,13.33,17.71,11.64,12.9304,11.8587,14.5592,0,,D,B,B,,B,B,B,A,A,13.16,0,Equity: ELSS,217.2598,0,500,250,250,32.3953,22.3011,21.8584,14.951,14.0843,13.8654,14.5715,2.16
Invesco Mutual Fund,Invesco India Balanced Advantage Fund,-0.735156,4c591f1854b98212f9100d76de7815ec,Invesco India Balanced Advantage Fund (G),0b70f53651967ce9bc4e46ba24085149,0b70f53651967ce9bc4e46ba24085149,866,04-10-2007 00:00,-0.7352,-1.83,-2.08,0.04,2.49,9.39,25.2,18.73,12.02,12.86,9.32,10.2506,11.228,0,0,A,B,B,A,,A,B,A,A,A,10.25,2,Hybrid: Balanced Advantage,52.66,0,1000,500,500,26.6116,19.505,16.1348,11.7675,11.8313,,11.9298,2.18
SBI Mutual Fund,SBI Multi Asset Allocation Fund,-1.01699,ab1261e20d5aa07653807768402385e3,SBI Multi Asset Allocation Fund Reg (G),2525ddb2f8e9b86d2d6d274cb1341b39,2525ddb2f8e9b86d2d6d274cb1341b39,5866,21-12-2005 00:00,-1.0169,-1.5,-0.65,0.22,1.61,9.38,25.15,20.27,14.34,15.19,12.11,11.4283,10.8401,0,0,C,C,C,B,,A,A,A,A,A,9.55,4,Hybrid: Multi-Asset,56.0522,0,5000,500,500,25.1688,20.8032,17.632,13.2296,12.0454,,11.0729,1.48
