fundName,schemeGroupName,changePercent,schemeGroupId,schemeName,schemeId,schemeid,AUM,launchDate,1Day,7Day,15Day,30Day,3Month,6Month,1Year,2Year,3Year,5Year,7Year,10Year,15Year,20Year,25Year,D30Quarter,M3Quarter,M6Quarter,Y1Quarter,Y2Quarter,Y3Quarter,Y5Quarter,Y10Quarter,Y15Quarter,Y20Quarter,sinceInceptionReturn,fundRat,category,currentNav,isRecommended,minAmount,sipMinAmount,sipMinAmountBSE,1YearSIPReturn,3YearSIPReturn,5YearSIPReturn,10YearSIPReturn,15YearSIPReturn,20YearSIPReturn,sinceInceptionSIPReturn,expenseRatio
SBI Mutual Fund,SBI Magnum Constant Maturity Fund,-0.04622,aac50b3af6a42a87c59a1f53f09986bd,SBI Magnum Constant Maturity Fund Reg (G),929cb94844eceabc256272c362f32267,929cb94844eceabc256272c362f32267,1703,23-12-2000 00:00,-0.0462,0.06,0.24,0.09,1.91,4.94,9.8,8.04,5.59,6.3,7.47,8.3219,8.2836,7.8014,0,B,B,B,B,,B,B,B,A,B,7.64,0,Debt: Gilt Fund 10 yr duration,60.1193,0,5000,500,500,11.5035,8.0855,6.5538,7.6244,8.2764,8.18,8.0154,0.64
Nippon India Mutual Fund,Nippon India Gilt Sec Fund,-0.087155,eba74a828989768d76779c32690c641c,Nippon India Gilt Sec Fund (G),b5ba94f0a4c8eb85f1902655ca7df67e,b5ba94f0a4c8eb85f1902655ca7df67e,1986,04-07-2003 00:00,-0.0872,0.01,0.17,-0.12,1.87,4.88,9.79,7.78,5.59,6.14,6.95,8.0273,7.9207,0,0,D,B,B,B,,B,B,A,A,C,8.27,2,Debt: Gilt Fund,36.4551,0,5000,100,100,11.7556,8.0196,6.4582,7.3348,8.0324,,7.9857,1.29
Nippon India Mutual Fund,Nippon India Gilt Sec Fund Ins,-0.087135,d5f31e0a9d1e0f5728dfbe55dbb421ac,Nippon India Gilt Sec Fund Ins (G) (Susp),4b2d138ebb6bb1d41ef27979f2196eda,4b2d138ebb6bb1d41ef27979f2196eda,,,-0.0871,0.01,0.17,-0.12,1.86,4.85,9.77,7.82,5.67,6.25,7.06,8.1394,8.0315,0,0,D,B,B,B,,B,B,A,A,C,8.37,,Debt: Gilt Fund,37.0367,0,10000000,50000000,0,11.7225,8.0651,6.5455,7.4456,8.1459,,8.0982,
Edelweiss Mutual Fund,Edelweiss BHARAT Bond FOF April 2031,-0.007052,cd0ecef5677d88e4f22bb8a934f21bd2,Edelweiss BHARAT Bond FOF April 2031 (G),09312b53010b5ddbf4aaaf51d5504ff0,09312b53010b5ddbf4aaaf51d5504ff0,4611,24-07-2020 00:00,-0.0071,0.16,0.11,0.35,3.18,5.12,9.76,8.3,6.31,0,0,0,0,0,0,A,A,A,A,,A,A,B,A,A,5.82,0,Debt: Medium to Long Duration,12.7612,0,100,100,100,10.8745,8.0358,,,,,7.1109,0.06
ICICI Prudential Mutual Fund,ICICI Pru Constant Maturity Gilt Fund,-0.030608,66ecad1c1998d74e584d61b8ea9b404a,ICICI Pru Constant Maturity Gilt Fund Reg (G),25873c301eee4630086920823c9b35e6,25873c301eee4630086920823c9b35e6,2404,12-09-2014 00:00,-0.0306,0.09,0.3,0.12,1.95,4.98,9.75,8.2,5.61,6.79,7.69,8.3747,0,0,0,A,A,A,B,,B,A,B,C,,8.62,0,Debt: Gilt Fund 10 yr duration,23.1897,0,5000,1000,1000,11.2506,8.0361,6.6906,7.8033,,,7.8227,0.39
Aditya Birla Sun Life Mutual Fund,Aditya Birla SL Equity Savings Fund,-0.336377,0e8408a50a0abc2d49c48160c6e7a77f,Aditya Birla SL Equity Savings Fund Reg (G),e4e4aeb1ae4318abb8a36eea1c357b2f,e4e4aeb1ae4318abb8a36eea1c357b2f,640,28-11-2014 00:00,-0.3363,-0.62,-0.48,-0.96,0.78,4.12,9.74,9.01,5.14,8.32,6.86,7.5567,0,0,0,B,B,D,D,,D,C,A,A,A,7.56,1,Hybrid: Equity Savings,20.74,0,1000,100,100,12.5245,9.8258,9.5305,,,,8.2461,1.11
HDFC Mutual Fund,HDFC Income Fund,-0.050353,271e9befa679b8473726e46ff6995824,HDFC Income Fund (G),645e37f8c45111cbf440de3c63959eae,645e37f8c45111cbf440de3c63959eae,857,11-09-2000 00:00,-0.0504,0.07,0.2,0.09,1.85,4.69,9.72,7.38,5.06,5.46,5.34,6.2178,6.6424,6.6242,0,C,B,A,A,,A,A,A,A,A,7.28,3,Debt: Medium to Long Duration,55.381,0,100,100,100,10.9655,7.3717,5.857,5.8276,6.4136,6.6604,6.6909,1.39
Union Mutual Fund,Union Gilt Fund,-0.093809,1cee88803077e1f8497febd813ac43d6,Union Gilt Fund Reg (G),472410fa4376077a1a3565b5ae515c47,472410fa4376077a1a3565b5ae515c47,166,08-08-2022 00:00,-0.0938,0,0.12,-0.12,1.77,4.99,9.71,7.69,0,0,0,0,0,0,0,D,C,A,B,,C,C,C,C,C,7.23,2,Debt: Gilt Fund,11.715,0,1000,500,500,12.2642,,,,,,9.4199,1.2
Canara Robeco Mutual Fund,Canara Robeco Gilt,-0.135174,42fe5ceb9d1da9d4792c5eb3fef7e8e7,Canara Robeco Gilt Fund Reg (G),d159fbbd6f876ac658614cba5c9f2df9,d159fbbd6f876ac658614cba5c9f2df9,121,29-12-1999 00:00,-0.1351,-0.01,0.12,-0.17,1.86,4.74,9.69,7.67,5.67,5.83,6.04,7.3987,7.3625,7.6729,0,D,B,B,B,,B,B,B,B,A,8.36,3,Debt: Gilt Fund,72.4009,0,5000,1000,1000,11.5547,7.8621,6.3335,6.7206,7.4195,7.6362,7.6385,1.25
Bandhan Mutual Fund,Bandhan Equity Savings Fund,-0.150512,00397c32e6f6062c703a34d8d03ed151,Bandhan Equity Savings Funds Reg (G),13e73831f3ed18cc02fded6b833eed7f,13e73831f3ed18cc02fded6b833eed7f,141,09-06-2008 00:00,-0.1505,-0.29,-0.17,-0.4,0.9,4.43,9.69,8.34,6.41,8.06,6.78,6.6646,6.9085,0,0,A,B,C,D,,D,D,B,A,A,6.88,3,Hybrid: Equity Savings,29.853,0,1000,100,100,10.7091,8.8965,8.723,7.3263,7.1712,,7.1187,1.36
PGIM India Mutual Fund,PGIM India Gilt Fund,-0.082567,6cc8153d32071facc7cff0f8166fa537,PGIM India Gilt Fund Reg (G),97a2f586f69b996da276ec7cfecb8452,97a2f586f69b996da276ec7cfecb8452,117,27-10-2008 00:00,-0.0826,0,0.14,-0.12,1.87,4.95,9.68,7.66,5.54,5.9,6.21,7.0857,6.9985,0,0,D,B,B,B,,C,B,C,C,C,6.81,3,Debt: Gilt Fund,28.9223,0,5000,1000,1000,11.6727,7.8834,6.3927,6.7013,7.132,,7.0597,1.48
Kotak Mutual Fund,Kotak Medium Term Fund,-0.134285,018006acaddda883b044012f0d382e76,Kotak Medium Term Fund (G),37cbc3126f9a6ac9e478af91504f9f70,37cbc3126f9a6ac9e478af91504f9f70,1659,21-03-2014 00:00,-0.1343,0.02,0.06,0.34,2.31,5.01,9.65,7.55,5.93,6.34,6.14,7.1577,0,0,0,B,A,A,A,,A,A,A,A,A,7.44,2,Debt: Medium Duration,21.5668,0,100,100,100,10.3506,7.4829,6.6508,6.6555,,,6.768,1.63
Kotak Mutual Fund,Kotak Nifty G-Sec July 2033 Index Fund,-0.044295,e0fa23a28d65fe61291969908241c1c9,Kotak Nifty G-Sec July 2033 Index Fund Reg (G),6540941d2c9e871811bbe7eacacfa4b8,6540941d2c9e871811bbe7eacacfa4b8,18,11-10-2023 00:00,-0.0443,0.02,0.18,0.03,1.83,4.85,9.61,0,0,0,0,0,0,0,0,C,C,C,C,,A,A,A,A,A,9.24,0,Debt: Long Duration,11.0573,0,100,100,100,11.5131,,,,,,11.3639,0.39
UTI Mutual Fund,UTI Gilt Fund,-0.097893,b3edfc68c0919a07f91bd2ee7d551bdc,UTI Gilt Fund (G),759093d952fc35f18bd8a041e199f645,759093d952fc35f18bd8a041e199f645,659,21-01-2002 00:00,-0.0979,0.01,0.16,-0.09,1.7,4.55,9.57,7.79,5.84,6.11,6.66,7.7824,8.0005,7.7821,0,C,C,C,B,,A,B,B,A,A,7.58,4,Debt: Gilt Fund,59.905,0,500,500,500,11.2454,8.0046,6.5361,7.1713,7.9289,7.9546,7.9448,0.93
UTI Mutual Fund,UTI Gilt Fund with 10 year Constant Duration,-0.042866,c7d41f6e90be26cd1313993446b4ff0b,UTI Gilt Fund with 10 year Constant Duration Reg (G),3c119702277d6e7d186fbb737a55e1ba,3c119702277d6e7d186fbb737a55e1ba,167,01-08-2022 00:00,-0.0429,0.07,0.25,0.08,1.87,4.84,9.56,7.93,0,0,0,0,0,0,0,B,B,C,B,,C,C,C,C,,7.57,0,Debt: Gilt Fund 10 yr duration,11.8924,0,5000,500,500,11.4485,,,,,,9.1861,0.7
SBI Mutual Fund,SBI Magnum Gilt Fund,-0.131127,08c100daf487fa8be055e84da480e4c2,SBI Magnum Gilt Fund Reg (G),855ba468b514cd0230b2e9ea01a289c4,855ba468b514cd0230b2e9ea01a289c4,10422,30-12-2000 00:00,-0.1311,0,0.13,-0.16,1.77,4.88,9.52,8.32,6.79,7.17,7.35,8.4567,8.4097,7.3312,0,D,C,B,B,,A,A,A,A,A,8.01,5,Debt: Gilt Fund,63.0619,0,5000,500,500,11.8321,8.7693,7.4111,7.9042,8.6022,8.0584,7.7744,0.94
SBI Mutual Fund,SBI M Gilt PF Fix Period 3Y,-0.13122,76f47ec96b8c998d88d036c6f9d137f9,SBI M Gilt PF Fix Period 3Y (G) (Susp),6eb55b8144128c3c72e1aec75fab195c,6eb55b8144128c3c72e1aec75fab195c,10422,28-11-2003 00:00,-0.1312,0,0.13,-0.16,1.77,4.88,9.52,8.32,6.79,7.17,7.36,8.458,8.2408,7.0396,0,,C,B,C,,A,A,A,A,C,6.61,0,Debt: Gilt Fund 10 yr duration,37.8255,0,25000,500,0,11.8308,8.7691,7.4118,7.9052,8.549,7.8965,7.793,0.94
SBI Mutual Fund,SBI M Gilt PF,-0.131237,6670ea26be0189c970c6e3b9b26dbd19,SBI M Gilt PF Reg ( G) (Susp),eb8ee4f2d8d69161c5bd03a7a214c191,eb8ee4f2d8d69161c5bd03a7a214c191,7196,28-11-2003 00:00,-0.1312,0,0.13,-0.16,1.77,4.88,9.52,8.32,6.79,7.17,7.36,8.458,8.4253,7.38,0,,C,C,B,,A,A,A,A,B,6.96,0,Debt: Gilt Fund 10 yr duration,40.4843,0,25000,500,0,11.8305,8.7693,7.412,7.9053,8.6083,8.077,7.9864,0.94
DSP Mutual Fund,DSP 10Y G Sec Fund,-0.042284,acf259464e3873a70743000121860525,DSP 10Y G-Sec Fund Reg (G),d7ab307f58c1977827d6d4e8f7894597,d7ab307f58c1977827d6d4e8f7894597,55,26-09-2014 00:00,-0.0423,0.08,0.32,0.03,1.74,4.71,9.49,8.08,5.17,5.69,6.12,7.1611,0,0,0,C,C,C,C,,C,C,B,C,,7.35,0,Debt: Gilt Fund 10 yr duration,20.5666,0,500,500,100,10.9976,7.8206,5.9145,6.555,,,6.5732,0.52
Nippon India Mutual Fund,Nippon India Dynamic Bond Fund,-0.082702,331364dba9fe7a61fcd4e1846d701e16,Nippon India Dynamic Bond Fund (G),0b49537c5bad53f2df565dd90aea4222,0b49537c5bad53f2df565dd90aea4222,4372,15-11-2004 00:00,-0.0827,0.11,0.12,0.35,2.11,4.85,9.48,8,5.85,6.24,6.15,7.0004,7.5316,0,0,A,A,A,A,,B,B,B,A,B,6.5,2,Debt: Dynamic Bond,35.2781,0,5000,1000,100,10.2426,7.5909,6.3897,6.5561,7.2173,,6.9723,0.71
PGIM India Mutual Fund,PGIM India Dynamic Bond Fund,-0.065439,9f7b70b6890717fdc656b04d026c9b8d,PGIM India Dynamic Bond Fund (G),a633e8e3c77995a4ea39e4123b008fce,a633e8e3c77995a4ea39e4123b008fce,108,12-01-2012 00:00,-0.0654,0.03,0.15,-0.02,1.97,4.82,9.43,7.36,5.53,5.71,6.27,7.336,0,0,0,C,B,B,A,,C,C,A,C,B,7.42,3,Debt: Dynamic Bond,2512.8957,0,5000,1000,1000,11.1207,7.5719,6.1798,6.7245,,,7.0853,1.64
Axis Mutual Fund,Axis All Seasons Debt Fund of Funds,-0.13974,0427c9624be3e5fbf4459391e90e65c5,Axis All Seasons Debt Fund of Funds (G),0ba107740ee99c77e93418ede301b7d4,0ba107740ee99c77e93418ede301b7d4,141,28-01-2020 00:00,-0.1397,-0.02,0.18,-0.13,1.79,4.87,9.42,7.7,6.11,0,0,0,0,0,0,D,C,A,A,,B,D,C,C,B,6.63,4,Debt: Dynamic Bond,13.6491,0,5000,100,100,11.5469,8.0695,,,,,7.0853,0.48
ICICI Prudential Mutual Fund,ICICI Pru Nifty G-Sec Dec 2030 Index Fund,-0.007595,6b09ef1601ef951c2ac764c2e75cb952,ICICI Pru Nifty G-Sec Dec 2030 Index Fund Reg (G),dfa84ba91e17c4c34462536d9e173a61,dfa84ba91e17c4c34462536d9e173a61,936,11-10-2022 00:00,-0.0076,0.06,0.21,0.16,1.81,4.81,9.41,8.1,0,0,0,0,0,0,0,B,D,C,C,,A,A,A,A,A,8.44,0,Debt: Long Duration,11.8487,0,1000,1000,500,10.4282,,,,,,9.0174,0.4
LIC Mutual Fund,LIC MF Medium to Long Duration Bond Fund,0.057717,af06c697bddebe097b63b965e68f1006,LIC MF Medium to Long Duration Bond Fund (G),af3fc6d1f19636dc08297a96934b372c,af3fc6d1f19636dc08297a96934b372c,178,23-06-1999 00:00,0.0577,0.15,0.25,0.21,2.12,4.88,9.4,7.82,5.86,5.67,5.89,6.4569,6.7797,6.9894,0,C,A,A,A,,A,A,A,A,A,7.53,3,Debt: Medium to Long Duration,68.6499,0,5000,1000,200,10.5019,7.5952,6.0761,6.1679,6.5913,6.8646,6.9432,1.22
Mirae Asset Mutual Fund,Mirae Asset Global Electric & Autonomous Vehicles E T F FoF,0.070793,619848e9fe13d187334407ed32808992,Mirae Asset Global Electric & Autonomous Vehicles E T F FoF Reg (G),347551de6203e3fb666610fb5fa85111,347551de6203e3fb666610fb5fa85111,65,07-09-2022 00:00,0.0708,3.7,2.18,2.62,15.98,0.82,9.4,-0.35,0,0,0,0,0,0,0,A,A,C,C,,B,B,B,A,A,-0.48,0,Equity: Global,9.895,0,5000,99,99,6.3809,,,,,,0.5722,0.54
Bank Of India Mutual Fund,Bank of India ST Income,0.004317,176c619a6fc518dd188448b8c10ed949,Bank of India ST Income Reg (G),9c876ee9ff3e27e425953759acdf9f95,9c876ee9ff3e27e425953759acdf9f95,71,18-12-2008 00:00,0.0043,0.12,2.08,2.14,3.6,5.71,9.4,7.45,13.43,8.42,4.57,5.7934,6.2488,0,0,A,A,A,A,,A,A,B,B,B,5.92,1,Debt: Short Duration,25.4823,0,5000,1000,1000,7.9441,9.9948,9.8816,6,6.0585,,6.0464,1.05
HDFC Mutual Fund,HDFC Dynamic Debt Fund,-0.069825,4e8d3b8f4f858a2b640009b75a2e6aa0,HDFC Dynamic Debt Fund (G),f90466c26ddeaabeff68da6c81fff81f,f90466c26ddeaabeff68da6c81fff81f,784,28-04-1997 00:00,-0.0698,0.05,0.23,0.04,1.89,4.83,9.39,7.59,5.39,6.67,5.52,6.551,7.1081,6.9261,7.6163,B,B,B,B,,C,A,C,B,A,8.12,3,Debt: Dynamic Bond,85.7265,0,100,100,100,11.0626,7.667,6.9297,6.3276,6.9097,7.0655,7.3176,1.55
HDFC Mutual Fund,HDFC Dynamic Debt Fund,-0.069825,4e8d3b8f4f858a2b640009b75a2e6aa0,HDFC Dynamic Debt Fund (G) 54EA,0e94fc3268b0a9a1502ac2a6f7eaf379,0e94fc3268b0a9a1502ac2a6f7eaf379,784,28-04-1997 00:00,-0.0698,0.05,0.23,0.04,1.89,4.83,9.39,7.59,5.39,6.67,5.52,6.551,7.1081,0,0,B,B,B,B,,C,A,C,B,B,7.26,3,Debt: Dynamic Bond,85.7265,0,1000,0,0,11.0626,7.667,6.9297,6.3276,6.9095,,7.0696,1.55
HDFC Mutual Fund,HDFC Dynamic Debt Fund,-0.069825,4e8d3b8f4f858a2b640009b75a2e6aa0,HDFC Dynamic Debt Fund (G) 54EB,ce756121c00d36829e625e0ea576678f,ce756121c00d36829e625e0ea576678f,784,28-04-1997 00:00,-0.0698,0.05,0.23,0.04,1.89,4.83,9.39,7.59,5.39,6.67,5.52,6.551,7.1081,0,0,B,B,B,B,,C,A,C,B,B,7.26,3,Debt: Dynamic Bond,85.7265,0,100,100,0,11.0626,7.667,6.9297,6.3276,6.9095,,7.0696,1.55
Edelweiss Mutual Fund,Edelweiss BHARAT Bond FOF April 2030,-0.034398,910ef64ee05f4efafb9af1b0e199e5a1,Edelweiss BHARAT Bond FOF April 2030 (G),ac59dfabf6d2ada7de0abcaafddb6bb5,ac59dfabf6d2ada7de0abcaafddb6bb5,6830,27-12-2019 00:00,-0.0344,0.17,0.17,0.11,2.42,4.87,9.37,8.1,6.36,0,0,0,0,0,0,C,A,A,A,,A,A,B,A,A,7.44,0,Debt: Medium to Long Duration,14.24,0,100,100,100,9.8715,7.7544,,,,,7.095,0.06
HDFC Mutual Fund,HDFC Gilt Fund,-0.07604,dab093fb356c333a47d014985240a207,HDFC Gilt Fund (G),5b745a5defaa32256f70c7fe4ac4a261,5b745a5defaa32256f70c7fe4ac4a261,2667,25-07-2001 00:00,-0.076,0.03,0.19,-0.04,1.87,4.9,9.37,7.83,5.55,5.95,6.02,7.1144,7.2675,6.6748,0,C,B,B,B,,C,B,B,B,B,7.39,3,Debt: Gilt Fund,52.6951,0,100,100,100,11.2994,7.8615,6.3857,6.5243,7.1826,7.0689,6.934,0.89
ICICI Prudential Mutual Fund,ICICI Pru Nifty SDL Dec 2028 Index Fund,0.003379,a1f9934e5101d4a0b58aa2b3afc53023,ICICI Pru Nifty SDL Dec 2028 Index Fund Reg (G),088010514ccf3da97866f4215ca9a937,088010514ccf3da97866f4215ca9a937,966,12-10-2022 00:00,0.0034,0.1,0.21,0.41,1.91,4.78,9.36,8.2,0,0,0,0,0,0,0,A,A,A,A,,B,A,B,A,A,8.41,0,Debt: Medium to Long Duration,11.8378,0,1000,1000,500,10.0231,,,,,,8.7509,0.4
DSP Mutual Fund,DSP Floater Fund,-0.042256,daa01fd2118a4977e6ab8aa8dbb029d3,DSP Floater Fund Reg (G),4cdbf646ee6566f84e9f90890ce3e43b,4cdbf646ee6566f84e9f90890ce3e43b,814,19-03-2021 00:00,-0.0423,0.18,0.37,0.46,2.24,4.95,9.35,8.5,6.28,0,0,0,0,0,0,C,A,A,A,,B,C,B,B,A,6.3,1,Debt: Floater,12.5373,0,500,500,100,10.2026,8.0166,,,,,7.4713,0.5
HSBC Mutual Fund,HSBC Dynamic Bond Fund,-0.075577,fa5d2925d238dbc2700928c4f30e3e6c,HSBC Dynamic Bond Fund Reg (G),04d0aef8118c1779bd4ecb044f1ec4d1,04d0aef8118c1779bd4ecb044f1ec4d1,159,27-09-2010 00:00,-0.0756,0.05,0.23,0.02,1.88,4.83,9.35,7.43,5.65,5.81,6.26,7.2831,7.1409,0,0,C,C,A,A,,B,B,A,A,A,5.85,3,Debt: Corporate Bond,28.1618,0,0,0,1000,11.4865,7.8025,6.3041,6.6481,7.2784,,6.8077,0.78
Aditya Birla Sun Life Mutual Fund,Aditya Birla SL Dynamic Bond Fund,-0.068747,02e77d6a3436b47b680d6c8c9a62d380,Aditya Birla SL Dynamic Bond Fund Reg (G),5220d1666e2e0d4f14ab6f7c2223975e,5220d1666e2e0d4f14ab6f7c2223975e,1700,27-09-2004 00:00,-0.0687,0.03,0.19,0.06,2.11,5.06,9.33,7.78,7.03,6.17,5.53,6.6623,7.3537,7.6387,0,A,A,A,B,,A,B,B,B,A,7.62,5,Debt: Dynamic Bond,43.8991,0,1000,1000,1000,11.1385,8.4519,7.506,6.3663,7.0255,7.4661,7.4687,1.23
NAVI Mutual Fund,Navi Conservative Hybrid Fund,-0.196066,1fb8c1f7076dfb70be5746bef6156ff7,Navi Conservative Hybrid Fund (G),a542d7e1dcfacde1df339e13ad1e985b,a542d7e1dcfacde1df339e13ad1e985b,36,29-07-2010 00:00,-0.1961,-0.44,-0.66,-0.81,0.76,3.81,9.32,7.2,5.39,5.81,5.53,6.1731,0,0,0,,C,D,D,,C,D,D,D,D,6.87,2,Hybrid: Conservative,26.1133,0,10,10,10,10.8008,8.2595,7.2208,6.3537,,,6.7859,2
Kotak Mutual Fund,Kotak Gilt Investement,-0.125995,a67b50c4da26ad8c50157dac84d45d14,Kotak Gilt Investement (G),b52d5309acc73a763d3962ad2bd858bc,b52d5309acc73a763d3962ad2bd858bc,3979,29-12-1998 00:00,-0.126,-0.02,0.14,-0.23,2.02,5.01,9.31,7.76,5.71,6.65,6.85,7.5037,7.6985,7.6528,8.853,,A,A,C,,B,A,B,B,A,8.97,3,Debt: Gilt Fund,92.6648,0,100,100,100,11.904,8.1896,6.8097,7.1821,7.6449,7.7945,8.1174,1.48
Kotak Mutual Fund,Kotak Gilt Investment P F and Trust,-0.125998,e9f4b0b9b8d39f2f113fb0fc707e4005,Kotak Gilt Investment P F and Trust (G),d04b06445351d0e763c53a72e5fb0d8d,d04b06445351d0e763c53a72e5fb0d8d,3979,11-11-2003 00:00,-0.126,-0.02,0.14,-0.23,2.02,5.01,9.31,7.76,5.71,6.65,6.85,7.5176,7.7257,7.7567,0,,A,A,B,,B,A,B,B,A,7.31,3,Debt: Gilt Fund,94.8023,0,100,100,1000,11.9037,8.1894,6.8096,7.1852,7.6583,7.8383,7.7948,1.4
Franklin Templeton Mutual Fund,Franklin India ST Income Plan,0,95a14fa60d98c4c959516c1adda29e7c,Franklin India ST Income Plan Ret (G),11979b9345d1446cb9f1a633f890c322,11979b9345d1446cb9f1a633f890c322,13,31-01-2002 00:00,0,0,0.03,0.49,2.08,4.92,9.23,13,12.86,6.48,,7.8776,8.3115,7.8475,0,C,A,A,A,,A,A,A,A,A,7.88,0,Debt: Short Duration,5149.4099,0,5000,500,500,-0.2037,3.6627,5.9987,5.8975,6.7707,7.316,7.3678,0
Nippon India Mutual Fund,Nippon India Nifty SDL Plus G-Sec - Jun 2029 Maturity 70:30 Index Fund,-0.004364,a322a040027ba4db191890434399ada6,Nippon India Nifty SDL Plus G-Sec Jun 2029 Maturity 70:30 Index Fund Reg (G),1fe171298efdee065153943195a18a31,1fe171298efdee065153943195a18a31,284,20-02-2023 00:00,-0.0044,0.1,0.18,0.26,1.85,4.77,9.23,0,0,0,0,0,0,0,0,C,B,A,A,,B,B,B,A,A,8.24,0,Debt: Medium Duration,11.4557,0,1000,100,100,10.2541,,,,,,9.0898,0.39
Nippon India Mutual Fund,Nippon India Hybrid Bond Fund,-0.189127,e5a68c4becea7ef574fc7f2cd71af75f,Nippon India Hybrid Bond Fund (G),0e8de40d485f86aed39d630e0505ca64,0e8de40d485f86aed39d630e0505ca64,831,29-12-2003 00:00,-0.1891,-0.4,-0.28,-0.42,1.32,4.09,9.2,8.77,7.32,4.51,4.12,5.6196,7.0359,8.6582,0,D,A,C,D,,B,D,D,C,B,8.46,2,Hybrid: Conservative,54.4106,0,5000,100,100,10.7207,9.2863,8.331,5.7489,6.5974,7.6489,7.7645,1.9
Union Mutual Fund,Union Dynamic Bond Fund,-0.070915,1cc7a683c7ee603757f7e71515c9c5a1,Union Dynamic Bond Fund (G),a8e607e5599b9d74e5ff5dcfdde11c67,a8e607e5599b9d74e5ff5dcfdde11c67,82,13-02-2012 00:00,-0.0709,0.04,0.18,-0.04,1.84,4.76,9.18,7.42,4.8,5.55,5.79,6.2054,0,0,0,C,B,B,B,,C,C,C,C,B,6.44,1,Debt: Dynamic Bond,22.2645,0,1000,500,500,11.0113,7.3243,5.836,6.0087,,,6.2318,1.5
HSBC Mutual Fund,HSBC Gilt Fund,-0.115556,e1e55a92288941dd080b1dabdeb03427,HSBC Gilt Fund (G),24f49d4042ab050c389db2428b9b6091,24f49d4042ab050c389db2428b9b6091,218,29-03-2000 00:00,-0.1156,-0.01,0.13,-0.17,1.58,4.5,9.17,6.85,4.94,5.52,5.75,7.0271,7.5952,6.543,0,,D,C,C,,C,C,C,B,B,7.79,1,Debt: Gilt Fund,63.4457,0,10000,1000,1000,11.6638,7.4537,5.9144,6.254,7.3363,7.1848,7.1197,1.7
Kotak Mutual Fund,Kotak Income Plus Arbitrage FOF,-0.018771,daa61b8afda9f436262320140e371fab,Kotak Income Plus Arbitrage FOF Reg (G),138a58eb91989bf56cdb934d7f7ef97d,138a58eb91989bf56cdb934d7f7ef97d,21,17-11-2022 00:00,-0.0188,0.12,0.29,0.07,2.19,5.58,9.16,8.05,0,0,0,0,0,0,0,A,A,A,B,,D,D,C,C,B,8.05,5,Debt: Dynamic Bond,11.718,0,100,100,100,12.5137,,,,,,10.1944,0.15
LIC Mutual Fund,LIC MF Gilt Fund,-0.09302,de9963ee74704cabda472f47ebdf6fab,LIC MF Gilt Fund Reg (G),b2326ccacff9cad59cc9ae585e1ac8eb,b2326ccacff9cad59cc9ae585e1ac8eb,89,10-12-1999 00:00,-0.093,0.02,0.13,-0.15,1.82,4.54,9.16,7.43,5.34,5.8,6.55,7.1337,6.6768,6.3169,0,,C,C,C,,C,B,B,B,D,7.06,2,Debt: Gilt Fund 10 yr duration,57.2462,0,10000,1000,200,11.1201,7.4539,6.05,6.6593,6.9303,6.6465,6.5726,1.48
LIC Mutual Fund,LIC MF Gilt Fund PF,-0.092766,a856bd1ad9eedb4f629231a7ed2dd17e,LIC MF Gilt Fund PF (G),fc8ddcf39a31f90c9680cbea7d6e9300,fc8ddcf39a31f90c9680cbea7d6e9300,89,29-12-2003 00:00,-0.0927,0.02,0.13,-0.15,1.82,4.54,9.16,7.43,5.34,5.8,6.55,7.1544,6.6881,6.3254,0,,C,C,C,,B,B,B,B,C,5.85,2,Debt: Gilt Fund 10 yr duration,33.0634,0,10000,1000,0,11.1207,7.4539,6.0501,6.667,6.9427,6.6573,6.5861,0
Baroda BNP Paribas Mutual Fund,Baroda BNP Paribas Nifty SDL Dec 2028 Index Fund,0.015789,f517af4098853597f3741a9ed504c8ae,Baroda BNP Paribas Nifty SDL Dec 2028 Index Fund Reg (G),d243fed7c17bfe5289949b491a6e3137,d243fed7c17bfe5289949b491a6e3137,32,24-03-2023 00:00,0.0158,0.11,0.19,0.41,1.89,4.68,9.15,0,0,0,0,0,0,0,0,A,A,A,A,,B,B,B,A,A,8.29,0,Debt: Medium Duration,11.4021,0,5000,1000,500,9.8005,,,,,,8.7839,0.49
Aditya Birla Sun Life Mutual Fund,Aditya Birla SL Income Fund,-0.062107,d6fbe5a9b5a10cc322eade8a8770dc51,Aditya Birla SL Income Fund Reg (G),9dbb49ec94b65a1c234f52f34fc3bd89,9dbb49ec94b65a1c234f52f34fc3bd89,2103,21-10-1995 00:00,-0.0621,0.06,0.17,0.11,1.98,4.78,9.11,7.47,5.59,6.71,6.68,7.2538,7.3262,7.6829,8.1859,C,A,A,A,,A,A,A,A,A,9.14,3,Debt: Medium to Long Duration,119.7199,0,5000,1000,1000,10.3685,7.357,6.5358,6.9499,7.3509,7.6122,8.1279,1.16
SBI Mutual Fund,SBI Dynamic Bond Fund,-0.118999,dceffd44c96077a919eb5130fdb2b051,SBI Dynamic Bond Fund Reg (G),8daf1a476fd1cd025d37f0f72251d337,8daf1a476fd1cd025d37f0f72251d337,3251,09-02-2004 00:00,-0.119,0,0.13,-0.1,1.83,4.79,9.1,7.96,6.51,6.54,6.88,7.7382,8.068,6.3884,0,D,B,B,B,,A,B,A,A,A,6.13,4,Debt: Dynamic Bond,34.0773,0,5000,500,500,11.2532,8.3478,6.9063,7.3442,7.791,7.3077,7.2143,1.45
